"SALES","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_183_20190102081358_bc5f5558.jpg"
"serpentwithfeet","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_184_20190102081401_ed457a02.jpg"
"SG Lewis","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_185_20190102081405_430ebf1b.jpg"
"Shallou","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_186_20190102081408_ce0359fe.jpg"
"Shame","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_187_20190102081411_546c1f2e.jpg"
"Shawni","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_608_20190321065026_d9f21bbd.jpg"
"Sheck Wes","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_227_20190104011914_a60e3d07.jpg"
"Shlump","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_650_20190325083438_8104bdb6.jpg"
"SiR","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_188_20190102081413_18a00ee0.jpg"
"Smino","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_189_20190102081417_677e9262.jpg"
"SOB X RBE","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_190_20190102081420_4a7a016a.jpg"
"Soccer Mommy","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_191_20190102081422_767dcff0.jpg"
"Social House","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_192_20190102095822_ffe4706d.jpg"
"SOFI TUKKER","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_193_20190102081425_fec99102.jpg"
"Solange","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_194_20190102081428_4b63866e.jpg"
"Sonny Fodera","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_600_20190321065003_f1dd45c7.jpg"
"SOPHIE","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_195_20190207061359_440584c1.jpg"
"Soulection","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_196_20190102081433_20c0ddf0.jpg"
"Stavroz","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_601_20190321065006_9891b674.jpg"
"Steady Holiday","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_197_20190102081436_6478df77.jpg"
"Stephan Bodzin","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_198_20190104013530_8372d13e.jpg"
"Still Woozy","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_199_20190102081440_b26e7239.jpg"
"Sunday Service on Easter","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_764_20190401025019_db2c4650.jpg"
"Superorganism","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_200_20190102081443_21e37ae0.jpg"
"Tale Of Us","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_201_20190102081446_cf79363f.jpg"
"Tame Impala","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_202_20190107043752_67c59714.jpg"
"Tara Brooks","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_203_20190102081451_9760b9f1.jpg"
"The 1975","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_204_20190102081453_fa08129b.jpg"
"The Floozies","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_602_20190325081655_593325f2.jpg"
"The Frights","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_205_20190102081456_d28fed42.jpg"
"The Funk Hunters","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_603_20190321065012_8f05043c.jpg"
"The Garden","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_206_20190102081459_ca073104.jpg"
"The Interrupters","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_207_20190102081503_9f7e2322.jpg"
"The Messthetics","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_208_20190102081505_e22895ae.jpg"
"The Red Pears","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_209_20190104013347_715b3aa0.jpg"
"Tierra Whack","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_210_20190102110930_51c4d70e.jpg"
"Tomasa del Real","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_211_20190104011329_5f95f18a.jpg"
"Turnover","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_212_20190102081516_e39277c0.jpg"
"Turnstile","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_213_20190102081518_55f0d261.jpg"
"Ty Segall & White Fence","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_214_20190102081521_69604757.jpg"
"Unknown Mortal Orchestra","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_226_20190102095609_08991c68.jpg"
"U.S. Girls","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_215_20190102081524_42f99f0f.jpg"
"Virgil Abloh","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_216_20190405075424_7c9aa45a.jpg"
"VNSSA","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_604_20190321065013_96fc77d5.jpg"
"Walker & Royce","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_217_20190102081529_02be55c9.jpg"
"Wallows","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_218_20190102081532_333be397.jpg"
"Weezer","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_219_20190102081535_745b6a9a.jpg"
"Wiz Khalifa","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_220_20190102081537_0169b9b3.jpg"
"Yellow Days","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_221_20190102081540_a5354a8a.jpg"
"YG","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_222_20190102081543_b9a6bcf2.jpg"
"Yotto","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_223_20190102081545_d618a4eb.jpg"
"Yung Bae","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_605_20190404083522_815f0c4e.jpg"
"Yves Tumor","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_224_20190102081548_c2cde4f0.jpg"
"Z Coachella","https:https://s3.amazonaws.com/goeventweb-static.greencopper.com/a01405de1df74e27bf13f23a26670c9b/coachella-2019/public/img/default.png"
"Zedd","https://goevent-images.s3.amazonaws.com/coachella-2019/f3241018/web/artist_225_20190102081550_188f7f73.jpg"
